TIMESTAMP    COMM           PID     DISK    T    SECTOR     BYTES   LAT(ms)
12:25:09.333 python3        2290921 nvme1n1 WS   142513664  131072   15.357
12:25:09.333 python3        2290921 nvme1n1 WS   142505728  131072   15.432
12:25:09.333 python3        2290921 nvme1n1 WS   142505984  131072   15.508
12:25:09.334 python3        2290922 nvme1n1 WS   142888704  131072   15.586
12:25:09.334 python3        2290922 nvme1n1 WS   142888960  131072   15.663
12:25:09.334 python3        2290922 nvme1n1 WS   142889216  131072   15.739
12:25:09.334 python3        2290921 nvme1n1 WS   142506240  131072   15.822
12:25:09.334 python3        2290921 nvme1n1 WS   142506496  131072   15.900
12:25:09.334 python3        2290921 nvme1n1 WS   142506752  131072   15.975
12:25:09.334 python3        2290921 nvme1n1 WS   142507008  131072   16.055
12:25:09.334 python3        2290921 nvme1n1 WS   142509824  131072   16.140
12:25:09.334 python3        2290921 nvme1n1 WS   142510080  131072   16.217
12:25:09.334 python3        2290921 nvme1n1 WS   142510336  131072   16.292
12:25:09.334 python3        2290921 nvme1n1 WS   142510592  131072   16.368
12:25:09.334 python3        2290921 nvme1n1 WS   142510848  131072   16.440
12:25:09.335 python3        2290921 nvme1n1 WS   142507264  131072   16.531
12:25:09.335 python3        2290921 nvme1n1 WS   142507520  131072   16.609
12:25:09.335 python3        2290921 nvme1n1 WS   142511104  131072   16.675
12:25:09.335 python3        2290921 nvme1n1 WS   142511360  131072   16.755
12:25:09.335 python3        2290921 nvme1n1 WS   142511616  131072   16.832
12:25:09.335 python3        2290921 nvme1n1 WS   142513920  131072   16.921
12:25:09.335 python3        2290921 nvme1n1 WS   142514176  131072   16.989
12:25:09.335 python3        2290921 nvme1n1 WS   142514432  131072   17.066
12:25:09.335 python3        2290921 nvme1n1 WS   142514688  131072   17.140
12:25:09.335 python3        2290921 nvme1n1 WS   142514944  131072   17.213
12:25:09.335 python3        2290921 nvme1n1 WS   142507776  131072   17.294
12:25:09.335 python3        2290921 nvme1n1 WS   142515200  131072   17.372
12:25:09.335 python3        2290921 nvme1n1 WS   142515456  131072   17.447
12:25:09.336 python3        2290921 nvme1n1 WS   142515712  131072   17.523
12:25:09.336 python3        2290921 nvme1n1 WS   142516224  131072   17.614
12:25:09.336 python3        2290921 nvme1n1 WS   142516480  131072   17.688
12:25:09.336 python3        2290921 nvme1n1 WS   142511872  131072   17.768
12:25:09.336 python3        2290921 nvme1n1 WS   142520320  131072   17.844
12:25:09.336 python3        2290921 nvme1n1 WS   142520576  131072   17.922
12:25:09.336 python3        2290921 nvme1n1 WS   142515968  131072   17.987
12:25:09.336 python3        2290921 nvme1n1 WS   142524416  131072   18.059
12:25:09.336 python3        2290921 nvme1n1 WS   142524672  131072   18.139
12:25:09.336 python3        2290923 nvme1n1 WS   142528512  131072   17.712
12:25:09.336 python3        2290923 nvme1n1 WS   142528768  131072   17.785
12:25:09.336 nvme           2422092 Unknown N    -1         512       0.030
12:25:09.336 python3        2290923 nvme1n1 WS   142529024  131072   17.864
12:25:09.337 python3        2290923 nvme1n1 WS   142529280  131072   17.947
12:25:09.337 python3        2290923 nvme1n1 WS   142529536  131072   18.019
12:25:09.337 python3        2290923 nvme1n1 WS   142529792  131072   18.131
12:25:09.337 python3        2290923 nvme1n1 WS   142530048  131072   18.206
12:25:09.337 python3        2290923 nvme1n1 WS   142530304  131072   18.251
12:25:09.337 python3        2290923 nvme1n1 WS   142530560  131072   18.324
12:25:09.337 python3        2290923 nvme1n1 WS   142532608  131072   18.405
12:25:09.337 python3        2290923 nvme1n1 WS   142532864  131072   18.476
12:25:09.337 python3        2290923 nvme1n1 WS   142530816  131072   18.561
12:25:09.337 python3        2290923 nvme1n1 WS   142531072  131072   18.640
12:25:09.337 python3        2290923 nvme1n1 WS   142531328  131072   18.718
12:25:09.337 python3        2290923 nvme1n1 WS   142531584  131072   18.791
12:25:09.338 python3        2290923 nvme1n1 WS   142531840  131072   18.869
12:25:09.338 python3        2290923 nvme1n1 WS   142532096  131072   18.945
12:25:09.338 python3        2290923 nvme1n1 WS   142533120  131072   19.032
12:25:09.338 python3        2290923 nvme1n1 WS   142533376  131072   19.112
12:25:09.338 python3        2290923 nvme1n1 WS   142533632  131072   19.190
12:25:09.338 python3        2290923 nvme1n1 WS   142533888  131072   19.266
12:25:09.338 python3        2290923 nvme1n1 WS   142534144  131072   19.353
12:25:09.338 python3        2290923 nvme1n1 WS   142532352  131072   19.416
12:25:09.338 python3        2290923 nvme1n1 WS   142536704  131072   19.490
12:25:09.338 python3        2290923 nvme1n1 WS   142536960  131072   19.558
12:25:09.338 python3        2290923 nvme1n1 WS   142534400  131072   19.613
12:25:09.338 python3        2290923 nvme1n1 WS   142534656  131072   19.684
12:25:09.338 python3        2290923 nvme1n1 WS   142534912  131072   19.758
12:25:09.339 python3        2290923 nvme1n1 WS   142535168  131072   19.831
12:25:09.339 python3        2290923 nvme1n1 WS   142535424  131072   19.912
12:25:09.339 python3        2290923 nvme1n1 WS   142535680  131072   19.986
12:25:09.339 python3        2290923 nvme1n1 WS   142535936  131072   20.056
12:25:09.339 python3        2290923 nvme1n1 WS   142536192  131072   20.130
12:25:09.339 python3        2290923 nvme1n1 WS   142536448  131072   20.185
12:25:09.339 python3        2290923 nvme1n1 WS   142540800  131072   20.261
12:25:09.339 python3        2290923 nvme1n1 WS   142541056  131072   20.337
12:25:09.339 python3        2290923 nvme1n1 WS   142544896  131072   20.223
12:25:09.339 python3        2290923 nvme1n1 WS   142545152  131072   20.284
12:25:09.339 python3        2290923 nvme1n1 WS   142545408  131072   20.360
12:25:09.339 python3        2290923 nvme1n1 WS   142545664  131072   20.442
12:25:09.340 python3        2290923 nvme1n1 WS   142545920  131072   20.520
12:25:09.340 python3        2290923 nvme1n1 WS   142546176  131072   20.602
12:25:09.340 python3        2290923 nvme1n1 WS   142546432  131072   20.676
12:25:09.340 python3        2290923 nvme1n1 WS   142546688  131072   20.721
12:25:09.340 python3        2290923 nvme1n1 WS   142546944  131072   20.793
12:25:09.340 python3        2290923 nvme1n1 WS   142547200  131072   20.865
12:25:09.340 python3        2290923 nvme1n1 WS   142547456  131072   20.954
12:25:09.340 python3        2290923 nvme1n1 WS   142547712  131072   21.027
12:25:09.340 python3        2290923 nvme1n1 WS   142547968  131072   21.103
12:25:09.340 python3        2290923 nvme1n1 WS   142548224  131072   21.181
12:25:09.340 python3        2290923 nvme1n1 WS   142548480  131072   21.255
12:25:09.340 python3        2290923 nvme1n1 WS   142548736  131072   21.319
12:25:09.341 python3        2290923 nvme1n1 WS   142553088  131072   20.640
12:25:09.341 python3        2290923 nvme1n1 WS   142553344  131072   20.709
12:25:09.341 python3        2290923 nvme1n1 WS   142553600  131072   20.785
12:25:09.341 python3        2290923 nvme1n1 WS   142553856  131072   20.863
12:25:09.341 python3        2290923 nvme1n1 WS   142554112  131072   20.942
12:25:09.341 python3        2290923 nvme1n1 WS   142554368  131072   21.015
12:25:09.341 python3        2290923 nvme1n1 WS   142554624  131072   21.094
12:25:09.341 python3        2290923 nvme1n1 WS   142554880  131072   21.139
12:25:09.341 python3        2290923 nvme1n1 WS   142555136  131072   21.215
12:25:09.341 python3        2290923 nvme1n1 WS   142555392  131072   21.290
12:25:09.341 python3        2290923 nvme1n1 WS   142555648  131072   21.365
12:25:09.341 python3        2290923 nvme1n1 WS   142555904  131072   21.442
12:25:09.341 python3        2290923 nvme1n1 WS   142548992  131072   22.362
12:25:09.342 python3        2290923 nvme1n1 WS   142549248  131072   22.436
12:25:09.342 python3        2290923 nvme1n1 WS   142556160  131072   21.684
12:25:09.342 python3        2290923 nvme1n1 WS   142556416  131072   21.792
12:25:09.342 python3        2290923 nvme1n1 WS   142556672  131072   21.875
12:25:09.342 python3        2290923 nvme1n1 WS   142556928  131072   21.906
12:25:09.342 python3        2290923 nvme1n1 WS   142557184  131072   21.989
12:25:09.342 python3        2290923 nvme1n1 WS   142557440  131072   22.063
12:25:09.342 python3        2290920 nvme1n1 WS   142561280  131072   20.923
12:25:09.342 python3        2290920 nvme1n1 WS   142561536  131072   20.995
12:25:09.342 python3        2290920 nvme1n1 WS   142561792  131072   21.070
12:25:09.342 python3        2290920 nvme1n1 WS   142562048  131072   21.144
12:25:09.342 python3        2290920 nvme1n1 WS   142562304  131072   21.219
12:25:09.343 python3        2290920 nvme1n1 WS   142562560  131072   21.293
12:25:09.343 python3        2290920 nvme1n1 WS   142562816  131072   21.369
12:25:09.343 python3        2290920 nvme1n1 WS   142563072  131072   21.401
12:25:09.343 python3        2290920 nvme1n1 WS   142563328  131072   21.475
12:25:09.343 python3        2290920 nvme1n1 WS   142563584  131072   21.548
12:25:09.343 python3        2290920 nvme1n1 WS   142563840  131072   21.623
12:25:09.343 python3        2290920 nvme1n1 WS   142564096  131072   21.697
12:25:09.343 python3        2290920 nvme1n1 WS   142564352  131072   21.773
12:25:09.343 python3        2290920 nvme1n1 WS   142564608  131072   21.846
12:25:09.343 python3        2290920 nvme1n1 WS   142564864  131072   21.925
